County,State,Value,Category Range
Okfuskee,OK,662,541.3 - 1028.0 (641)
Newton,TX,662.3,541.3 - 1028.0 (641)
Latimer,OK,662.4,541.3 - 1028.0 (641)
Claiborne,MS,662.6,541.3 - 1028.0 (641)
Wilkinson,GA,662.8,541.3 - 1028.0 (641)
Marion,AL,663.4,541.3 - 1028.0 (641)
George,MS,663.6,541.3 - 1028.0 (641)
Hempstead,AR,663.7,541.3 - 1028.0 (641)
Orange,TX,664.2,541.3 - 1028.0 (641)
Candler,GA,664.3,541.3 - 1028.0 (641)
Pottawatomie,OK,664.4,541.3 - 1028.0 (641)
Macon,AL,664.9,541.3 - 1028.0 (641)
Cleburne,AL,665.1,541.3 - 1028.0 (641)
Humphreys,MS,665.8,541.3 - 1028.0 (641)
Anderson,TX,666.4,541.3 - 1028.0 (641)
West Carroll,LA,666.8,541.3 - 1028.0 (641)
Jackson,AL,668.2,541.3 - 1028.0 (641)
Atoka,OK,668.5,541.3 - 1028.0 (641)
Pushmataha,OK,669.4,541.3 - 1028.0 (641)
Fayette,AL,670.1,541.3 - 1028.0 (641)
Union,FL,671.1,541.3 - 1028.0 (641)
Mississippi,AR,672.1,541.3 - 1028.0 (641)
Rapides,LA,673.7,541.3 - 1028.0 (641)
Avoyelles,LA,673.9,541.3 - 1028.0 (641)
Iron,MO,674.1,541.3 - 1028.0 (641)
Poinsett,AR,674.2,541.3 - 1028.0 (641)
Washington,AR,674.9,541.3 - 1028.0 (641)
Alcorn,MS,676.6,541.3 - 1028.0 (641)
Beauregard,LA,677.3,541.3 - 1028.0 (641)
Galax,VA,677.3,541.3 - 1028.0 (641)
Gibson,TN,677.7,541.3 - 1028.0 (641)
Henry,TN,678,541.3 - 1028.0 (641)
Corson,SD,678.1,541.3 - 1028.0 (641)
St. Landry,LA,678.4,541.3 - 1028.0 (641)
Jefferson Davis,LA,678.4,541.3 - 1028.0 (641)
Powell,KY,678.7,541.3 - 1028.0 (641)
Randolph,AL,679,541.3 - 1028.0 (641)
Pittsburg,OK,679.5,541.3 - 1028.0 (641)
Lake,TN,680.1,541.3 - 1028.0 (641)
Craig,OK,680.8,541.3 - 1028.0 (641)
Nottoway,VA,681,541.3 - 1028.0 (641)
Holmes,MS,681.1,541.3 - 1028.0 (641)
Quitman,MS,681.5,541.3 - 1028.0 (641)
Richland,LA,683,541.3 - 1028.0 (641)
Okmulgee,OK,683.2,541.3 - 1028.0 (641)
Lawrence,MS,683.8,541.3 - 1028.0 (641)
Emanuel,GA,683.8,541.3 - 1028.0 (641)
Walker,GA,683.9,541.3 - 1028.0 (641)
Ochiltree,TX,684.4,541.3 - 1028.0 (641)
Hardin,TN,684.5,541.3 - 1028.0 (641)
McNairy,TN,684.9,541.3 - 1028.0 (641)
Polk,TX,685.5,541.3 - 1028.0 (641)
Lauderdale,TN,687.3,541.3 - 1028.0 (641)
Pike,MS,687.5,541.3 - 1028.0 (641)
Jefferson,MS,689.5,541.3 - 1028.0 (641)
Panola,MS,692.2,541.3 - 1028.0 (641)
Wright,MO,692.5,541.3 - 1028.0 (641)
Howard,AR,694.1,541.3 - 1028.0 (641)
Jeff Davis,GA,695.2,541.3 - 1028.0 (641)
Covington,MS,695.8,541.3 - 1028.0 (641)
Choctaw,AL,698.4,541.3 - 1028.0 (641)
Haskell,OK,698.5,541.3 - 1028.0 (641)
Burleson,TX,698.6,541.3 - 1028.0 (641)
Wilcox,AL,699.9,541.3 - 1028.0 (641)
Bacon,GA,701.1,541.3 - 1028.0 (641)
Dunklin,MO,701.5,541.3 - 1028.0 (641)
Tishomingo,MS,701.7,541.3 - 1028.0 (641)
Sunflower,MS,702.5,541.3 - 1028.0 (641)
Wilkinson,MS,703,541.3 - 1028.0 (641)
Darlington,SC,704.2,541.3 - 1028.0 (641)
Marion,SC,706.6,541.3 - 1028.0 (641)
Morehouse,LA,707,541.3 - 1028.0 (641)
Madison,AR,707.8,541.3 - 1028.0 (641)
Clay,KY,708.9,541.3 - 1028.0 (641)
Tensas,LA,709.5,541.3 - 1028.0 (641)
Howard,TX,710.7,541.3 - 1028.0 (641)
Calcasieu,LA,711,541.3 - 1028.0 (641)
Coal,OK,716,541.3 - 1028.0 (641)
Lee,SC,716.5,541.3 - 1028.0 (641)
Petersburg,VA,717.4,541.3 - 1028.0 (641)
Monroe,KY,717.9,541.3 - 1028.0 (641)
Yalobusha,MS,719.7,541.3 - 1028.0 (641)
Upson,GA,720,541.3 - 1028.0 (641)
McIntosh,OK,720.1,541.3 - 1028.0 (641)
Ottawa,OK,720.4,541.3 - 1028.0 (641)
Lee,KY,723.8,541.3 - 1028.0 (641)
Crawford,MO,725,541.3 - 1028.0 (641)
Washington,MO,728.3,541.3 - 1028.0 (641)
Seminole,OK,729,541.3 - 1028.0 (641)
Jackson,KY,730.6,541.3 - 1028.0 (641)
Bell,KY,730.8,541.3 - 1028.0 (641)
Owsley,KY,731.5,541.3 - 1028.0 (641)
Marlboro,SC,733.1,541.3 - 1028.0 (641)
Crockett,TN,733.7,541.3 - 1028.0 (641)
Monroe,AR,734.5,541.3 - 1028.0 (641)
Marengo,AL,736.9,541.3 - 1028.0 (641)
Clinch,GA,740.6,541.3 - 1028.0 (641)
Clarke,MS,740.8,541.3 - 1028.0 (641)
Dyer,TN,741.4,541.3 - 1028.0 (641)
Guam,GU,745,541.3 - 1028.0 (641)
Franklin City,VA,745.8,541.3 - 1028.0 (641)
Bolivar,MS,746.9,541.3 - 1028.0 (641)
Hughes,OK,749.8,541.3 - 1028.0 (641)
Dallas,AL,750.6,541.3 - 1028.0 (641)
Calhoun,AL,751.4,541.3 - 1028.0 (641)
Whitley,KY,753.4,541.3 - 1028.0 (641)
Carroll,TN,754.5,541.3 - 1028.0 (641)
Leslie,KY,758.2,541.3 - 1028.0 (641)
Pemiscot,MO,765.5,541.3 - 1028.0 (641)
Harlan,KY,770.5,541.3 - 1028.0 (641)
Madison,LA,771.6,541.3 - 1028.0 (641)
Catahoula,LA,772.4,541.3 - 1028.0 (641)
Grenada,MS,776.7,541.3 - 1028.0 (641)
Webster,MS,779.5,541.3 - 1028.0 (641)
Perry,KY,780.3,541.3 - 1028.0 (641)
Muskogee,OK,793.8,541.3 - 1028.0 (641)
Neshoba,MS,795.6,541.3 - 1028.0 (641)
Caldwell,LA,796.7,541.3 - 1028.0 (641)
Cocke,TN,802.4,541.3 - 1028.0 (641)
Wolfe,KY,817.6,541.3 - 1028.0 (641)
Tunica,MS,824.9,541.3 - 1028.0 (641)
Martinsville,VA,842.3,541.3 - 1028.0 (641)
Leflore,MS,858.7,541.3 - 1028.0 (641)
Covington,VA,867,541.3 - 1028.0 (641)
Walker,AL,900.2,541.3 - 1028.0 (641)
Breathitt,KY,907.9,541.3 - 1028.0 (641)
Desha,AR,958.7,541.3 - 1028.0 (641)
Franklin,LA,1028,541.3 - 1028.0 (641)
